customer_id,primary_store_id,region_tier,age,income_bracket,digital_literacy_score,registration_date
CUST008547,STR0075,Tier 2,43,15-25K,7.268363702828212,2024-01-04
CUST008548,STR0080,Tier 2,20,25-50K,6.138112806241812,2023-12-09
CUST008549,STR0117,Tier 3,32,10-15K,5.943785907762232,2023-05-31
CUST008550,STR0006,Metro,32,50-75K,8.91741685248758,2023-11-30
CUST008551,STR0065,Tier 2,40,15-25K,6.471816417378002,2023-05-22
CUST008552,STR0107,Tier 3,57,10-15K,7.177916786657898,2023-01-08
CUST008553,STR0014,Metro,41,25-50K,7.206940985307292,2024-02-24
CUST008554,STR0017,Metro,24,50-75K,8.51514025077944,2023-01-03
CUST008555,STR0006,Metro,40,75K+,6.833252002120605,2023-02-12
CUST008556,STR0068,Tier 2,35,15-25K,3.0046710829863583,2023-01-08
CUST008557,STR0042,Tier 2,49,25-50K,6.071194909418801,2023-07-07
CUST008558,STR0108,Tier 3,51,15-25K,3.354659903608914,2023-03-01
CUST008559,STR0038,Metro,29,50-75K,7.619093214611642,2023-06-26
CUST008560,STR0074,Tier 2,40,50-75K,3.390194688884039,2023-06-26
CUST008561,STR0092,Tier 3,36,25-50K,4.186082983084622,2023-10-01
CUST008562,STR0068,Tier 2,28,50-75K,5.390338384224402,2023-09-19
CUST008563,STR0015,Metro,39,50-75K,7.362379177447204,2023-09-21
CUST008564,STR0082,Tier 2,36,15-25K,3.6860814868790936,2023-07-17
CUST008565,STR0052,Tier 2,31,50-75K,3.8734315042015366,2023-02-23
CUST008566,STR0106,Tier 3,53,15-25K,4.886278754201013,2024-02-18
CUST008567,STR0030,Metro,18,50-75K,9.562831907217248,2024-01-22
CUST008568,STR0077,Tier 2,23,50-75K,7.431112132154324,2023-02-16
CUST008569,STR0020,Metro,22,75K+,8.061365037981778,2024-02-24
CUST008570,STR0063,Tier 2,32,50-75K,7.409729975575892,2024-03-06
CUST008571,STR0047,Tier 2,28,15-25K,3.6493442144912835,2023-10-21
CUST008572,STR0058,Tier 2,40,15-25K,7.907350779827324,2023-02-07
CUST008573,STR0096,Tier 3,35,15-25K,3.989729065228034,2023-12-07
CUST008574,STR0035,Metro,23,50-75K,9.87989127505972,2023-07-02
CUST008575,STR0105,Tier 3,56,10-15K,5.380778519489629,2023-11-10
CUST008576,STR0002,Metro,34,50-75K,6.125377726775512,2023-03-02
CUST008577,STR0035,Metro,35,50-75K,5.099940771990732,2023-03-14
CUST008578,STR0023,Metro,32,25-50K,5.125031735471615,2023-03-14
CUST008579,STR0030,Metro,32,50-75K,4.326501978606312,2023-05-07
CUST008580,STR0023,Metro,39,25-50K,9.950780876888734,2023-04-03
CUST008581,STR0005,Metro,27,75K+,6.900596338715355,2023-03-19
CUST008582,STR0005,Metro,34,25-50K,4.148442158932928,2023-11-07
CUST008583,STR0002,Metro,30,75K+,4.858450207790821,2024-01-07
CUST008584,STR0018,Metro,32,75K+,4.477586664139865,2024-02-27
CUST008585,STR0058,Tier 2,30,15-25K,3.1607618162766284,2023-07-18
CUST008586,STR0011,Metro,32,50-75K,5.842243233498685,2023-10-27
CUST008587,STR0037,Metro,28,50-75K,6.992261671207727,2024-01-04
CUST008588,STR0102,Tier 3,22,10-15K,6.056940972180874,2023-05-03
CUST008589,STR0013,Metro,32,50-75K,4.209325997425869,2023-12-17
CUST008590,STR0103,Tier 3,42,10-15K,4.719569910965452,2023-02-09
CUST008591,STR0059,Tier 2,27,15-25K,5.992854808794446,2023-08-08
CUST008592,STR0092,Tier 3,45,25-50K,7.42155844049422,2023-03-07
CUST008593,STR0047,Tier 2,24,25-50K,4.882063672530774,2023-03-07
CUST008594,STR0019,Metro,19,25-50K,4.181846830272641,2023-06-04
CUST008595,STR0030,Metro,43,50-75K,5.151587593459277,2024-01-29
CUST008596,STR0038,Metro,42,25-50K,5.786330878036258,2023-06-21
CUST008597,STR0021,Metro,46,50-75K,9.427890439756252,2023-11-15
CUST008598,STR0049,Tier 2,27,15-25K,7.608363223133588,2024-03-15
CUST008599,STR0030,Metro,26,50-75K,8.348437257819159,2024-02-05
CUST008600,STR0017,Metro,36,50-75K,5.464886837548144,2023-03-15
CUST008601,STR0084,Tier 2,20,50-75K,4.5548689866211305,2023-02-01
CUST008602,STR0053,Tier 2,31,50-75K,5.128284024005035,2023-01-08
CUST008603,STR0034,Metro,21,75K+,7.905214338219264,2023-03-06
CUST008604,STR0012,Metro,32,50-75K,4.792119360429683,2023-11-18
CUST008605,STR0114,Tier 3,47,15-25K,4.020662613466257,2024-01-06
CUST008606,STR0001,Metro,28,50-75K,7.899732871307047,2024-02-21
CUST008607,STR0048,Tier 2,37,25-50K,7.140278573019499,2023-06-19
CUST008608,STR0001,Metro,33,50-75K,7.395342791495194,2024-03-12
CUST008609,STR0015,Metro,29,50-75K,5.4214714782305915,2023-01-30
CUST008610,STR0091,Tier 3,40,10-15K,7.386985030431961,2024-02-06
CUST008611,STR0028,Metro,26,25-50K,9.215581202945318,2023-10-15
CUST008612,STR0112,Tier 3,42,10-15K,3.418842317929198,2023-08-27
CUST008613,STR0014,Metro,30,50-75K,6.68156896908889,2023-10-19
CUST008614,STR0067,Tier 2,37,25-50K,4.46362813741665,2023-06-29
CUST008615,STR0017,Metro,29,25-50K,9.81200132823216,2023-05-27
CUST008616,STR0016,Metro,41,25-50K,8.36707045100694,2023-01-13
CUST008617,STR0001,Metro,25,25-50K,4.529112440522344,2024-01-19
CUST008618,STR0033,Metro,39,50-75K,4.455198384663378,2023-08-14
CUST008619,STR0035,Metro,34,75K+,4.19916418131005,2023-01-13
CUST008620,STR0006,Metro,35,75K+,7.373405932940442,2023-07-17
CUST008621,STR0009,Metro,39,75K+,6.3852846185968914,2024-03-13
CUST008622,STR0079,Tier 2,37,25-50K,7.586693188830696,2024-01-29
CUST008623,STR0045,Tier 2,32,25-50K,5.102385331336704,2024-01-03
CUST008624,STR0100,Tier 3,38,15-25K,4.2342411673263545,2023-07-01
CUST008625,STR0101,Tier 3,18,15-25K,3.5233224440205464,2023-12-10
CUST008626,STR0106,Tier 3,45,15-25K,5.919539707189875,2023-07-18
CUST008627,STR0053,Tier 2,27,15-25K,6.279367177922843,2023-11-21
CUST008628,STR0013,Metro,36,25-50K,8.515558268154184,2024-03-17
CUST008629,STR0032,Metro,42,75K+,5.828305767993886,2023-06-26
CUST008630,STR0014,Metro,31,75K+,4.281668037068899,2023-03-28
CUST008631,STR0090,Tier 3,42,15-25K,7.933402208903876,2024-02-04
CUST008632,STR0006,Metro,36,50-75K,7.542297070016081,2023-09-28
CUST008633,STR0039,Metro,52,50-75K,8.83476835511653,2023-11-17
CUST008634,STR0026,Metro,38,25-50K,8.015706748339063,2023-10-07
CUST008635,STR0032,Metro,33,75K+,8.26977258490062,2023-10-29
CUST008636,STR0061,Tier 2,20,50-75K,7.065471791317186,2024-01-10
CUST008637,STR0120,Tier 3,48,15-25K,3.316354508152611,2023-01-14
CUST008638,STR0117,Tier 3,35,15-25K,5.61793804864784,2023-07-05
CUST008639,STR0035,Metro,25,50-75K,5.642319971298491,2023-05-24
CUST008640,STR0014,Metro,20,75K+,9.245921855150463,2023-06-19
CUST008641,STR0025,Metro,47,50-75K,6.338623705080153,2023-10-04
CUST008642,STR0002,Metro,39,25-50K,6.589159612025255,2023-06-17
CUST008643,STR0056,Tier 2,27,15-25K,5.35985741876944,2023-12-10
CUST008644,STR0010,Metro,18,25-50K,5.288389044591856,2024-02-13
CUST008645,STR0004,Metro,29,50-75K,8.546140000862241,2023-01-31
CUST008646,STR0095,Tier 3,40,10-15K,7.370213591386766,2024-01-09
CUST008647,STR0073,Tier 2,35,15-25K,3.4593472639493696,2023-11-27
CUST008648,STR0008,Metro,37,75K+,8.521979555125895,2023-11-10
CUST008649,STR0015,Metro,35,50-75K,4.693953437309247,2023-05-25
CUST008650,STR0018,Metro,34,50-75K,5.561982137556182,2024-02-04
CUST008651,STR0047,Tier 2,26,50-75K,7.080085723496978,2023-02-28
CUST008652,STR0045,Tier 2,18,15-25K,6.754129909913106,2023-04-13
CUST008653,STR0084,Tier 2,48,50-75K,6.078830433192322,2023-11-20
CUST008654,STR0037,Metro,35,50-75K,8.265167785212544,2023-03-04
CUST008655,STR0071,Tier 2,43,50-75K,5.7600896926502205,2023-04-10
CUST008656,STR0116,Tier 3,38,10-15K,6.930969617121746,2023-11-18
CUST008657,STR0030,Metro,26,25-50K,9.71321172338489,2023-02-01
CUST008658,STR0004,Metro,22,50-75K,4.050742154814532,2023-09-19
CUST008659,STR0011,Metro,28,50-75K,8.151753279130206,2024-01-26
CUST008660,STR0019,Metro,29,50-75K,6.396993018867092,2024-02-25
CUST008661,STR0041,Tier 2,19,15-25K,7.01366348957488,2023-08-18
CUST008662,STR0087,Tier 3,42,10-15K,3.5962723881255902,2024-02-22
CUST008663,STR0026,Metro,30,75K+,7.943528358353669,2023-04-14
CUST008664,STR0037,Metro,42,75K+,4.2684845242062925,2024-01-24
CUST008665,STR0015,Metro,24,75K+,5.233838854688334,2023-05-11
CUST008666,STR0114,Tier 3,18,10-15K,5.2920720018683065,2023-10-21
CUST008667,STR0008,Metro,22,50-75K,9.690904477148532,2023-12-26
CUST008668,STR0014,Metro,45,25-50K,8.81933253037117,2024-03-20
CUST008669,STR0061,Tier 2,37,15-25K,3.675821870689723,2023-02-20
CUST008670,STR0014,Metro,27,25-50K,4.364805316606164,2023-12-04
CUST008671,STR0009,Metro,18,50-75K,6.216914320129995,2023-07-28
CUST008672,STR0070,Tier 2,46,15-25K,6.0849266129217625,2023-02-22
CUST008673,STR0047,Tier 2,50,25-50K,4.625391575095786,2023-04-19
CUST008674,STR0111,Tier 3,44,10-15K,4.954919478920506,2023-07-26
CUST008675,STR0083,Tier 2,31,15-25K,5.023175599173347,2023-05-21
CUST008676,STR0033,Metro,26,50-75K,6.102403394432624,2023-07-07
CUST008677,STR0064,Tier 2,56,15-25K,4.492846787209736,2023-07-14
CUST008678,STR0077,Tier 2,41,25-50K,3.543474624700848,2023-08-28
CUST008679,STR0080,Tier 2,36,25-50K,4.498334148387136,2023-01-31
CUST008680,STR0118,Tier 3,24,10-15K,6.994143127073062,2023-03-30
CUST008681,STR0003,Metro,30,50-75K,9.006891240335916,2024-03-07
CUST008682,STR0023,Metro,43,50-75K,6.8234113803273075,2023-03-02
CUST008683,STR0055,Tier 2,28,50-75K,3.426365076606298,2023-07-13
CUST008684,STR0116,Tier 3,29,15-25K,6.646943463161189,2023-02-16
CUST008685,STR0068,Tier 2,46,25-50K,6.995251297616828,2023-05-23
CUST008686,STR0034,Metro,43,50-75K,6.795444384622481,2023-12-05
CUST008687,STR0032,Metro,36,25-50K,8.048915916317284,2023-04-21
CUST008688,STR0003,Metro,43,75K+,4.819530842536108,2023-10-30
CUST008689,STR0035,Metro,25,50-75K,5.285349271617754,2023-04-04
CUST008690,STR0052,Tier 2,32,50-75K,5.02152657930711,2023-12-25
CUST008691,STR0118,Tier 3,57,15-25K,4.8966206441682,2023-05-04
CUST008692,STR0032,Metro,18,50-75K,5.354975408967136,2023-07-12
CUST008693,STR0111,Tier 3,37,10-15K,7.348935181149889,2023-02-05
CUST008694,STR0002,Metro,28,50-75K,8.094253938195292,2023-08-24
CUST008695,STR0034,Metro,25,50-75K,8.142620737923608,2023-02-22
CUST008696,STR0049,Tier 2,32,15-25K,5.9824396078182325,2023-01-03
CUST008697,STR0098,Tier 3,46,25-50K,5.6579545998179,2023-01-14
CUST008698,STR0005,Metro,27,50-75K,6.656725206018141,2023-10-01
CUST008699,STR0012,Metro,28,25-50K,5.353153436207142,2023-11-23
CUST008700,STR0038,Metro,36,75K+,9.139867932807205,2023-04-09
CUST008701,STR0120,Tier 3,57,10-15K,5.966233019147011,2023-07-22
CUST008702,STR0119,Tier 3,57,10-15K,3.2879634940392806,2023-09-10
CUST008703,STR0104,Tier 3,31,25-50K,7.441380946900196,2023-07-21
CUST008704,STR0024,Metro,33,50-75K,5.920032661442497,2023-10-19
CUST008705,STR0013,Metro,18,75K+,6.713555760643009,2023-04-01
CUST008706,STR0036,Metro,27,25-50K,6.765441654239908,2023-12-04
CUST008707,STR0081,Tier 2,19,25-50K,7.688581768625036,2023-05-20
CUST008708,STR0044,Tier 2,37,25-50K,7.4820361313761605,2023-08-30
CUST008709,STR0048,Tier 2,31,25-50K,7.91358011289451,2023-06-03
CUST008710,STR0054,Tier 2,37,15-25K,3.779005567419401,2023-08-10
CUST008711,STR0008,Metro,20,25-50K,4.5799841326044834,2023-08-11
CUST008712,STR0088,Tier 3,35,15-25K,6.778790143039361,2023-06-02
CUST008713,STR0004,Metro,19,50-75K,7.697164759928242,2023-11-03
CUST008714,STR0036,Metro,39,25-50K,6.661968309338072,2023-10-03
CUST008715,STR0008,Metro,47,75K+,9.620106373642935,2023-10-18
CUST008716,STR0010,Metro,27,75K+,7.308065237252375,2024-01-27
CUST008717,STR0113,Tier 3,35,10-15K,3.081627165617801,2024-02-14
CUST008718,STR0086,Tier 3,56,10-15K,5.369466875844438,2023-08-24
CUST008719,STR0020,Metro,34,75K+,4.070108571154133,2023-10-02
CUST008720,STR0019,Metro,41,75K+,6.498623146698987,2023-09-23
CUST008721,STR0072,Tier 2,39,50-75K,3.8856691600142663,2023-12-30
CUST008722,STR0034,Metro,36,75K+,8.86416531037093,2024-01-04
CUST008723,STR0058,Tier 2,29,50-75K,6.5578908220945,2023-09-14
CUST008724,STR0032,Metro,32,75K+,8.537533626546562,2023-08-13
CUST008725,STR0065,Tier 2,49,25-50K,6.3381071592268725,2023-01-23
CUST008726,STR0088,Tier 3,31,10-15K,6.051432342712593,2023-09-06
CUST008727,STR0052,Tier 2,22,15-25K,3.1626071809829845,2023-04-12
CUST008728,STR0011,Metro,32,75K+,6.795575856060324,2024-01-06
CUST008729,STR0003,Metro,27,25-50K,6.075977705092291,2023-02-21
CUST008730,STR0008,Metro,51,75K+,9.872774304953474,2024-02-22
CUST008731,STR0023,Metro,52,75K+,9.340793462029096,2023-11-24
CUST008732,STR0061,Tier 2,37,25-50K,7.590693358152906,2023-03-16
CUST008733,STR0079,Tier 2,30,15-25K,4.376664900345296,2023-06-28
CUST008734,STR0031,Metro,29,75K+,8.909569706815038,2023-11-13
CUST008735,STR0002,Metro,46,25-50K,6.103679988645907,2023-10-11
CUST008736,STR0105,Tier 3,25,15-25K,7.864562727196475,2024-01-12
CUST008737,STR0031,Metro,37,50-75K,5.948286134774339,2023-09-23
CUST008738,STR0047,Tier 2,48,25-50K,6.474456658399319,2023-10-20
CUST008739,STR0010,Metro,38,50-75K,9.024102146294265,2023-04-20
CUST008740,STR0006,Metro,34,25-50K,6.163551172344017,2023-11-25
CUST008741,STR0029,Metro,40,50-75K,7.701198172378401,2023-10-22
CUST008742,STR0117,Tier 3,47,15-25K,7.723970064173542,2023-04-12
CUST008743,STR0082,Tier 2,46,50-75K,3.2809968249643413,2023-11-17
CUST008744,STR0019,Metro,33,50-75K,6.691135272128977,2023-07-05
CUST008745,STR0114,Tier 3,29,10-15K,7.261835496615194,2023-06-14
CUST008746,STR0040,Metro,23,50-75K,8.92469564024886,2023-11-18
CUST008747,STR0028,Metro,44,50-75K,8.100054397356963,2023-01-11
CUST008748,STR0019,Metro,34,25-50K,5.604043241381758,2023-04-13
CUST008749,STR0074,Tier 2,41,25-50K,6.321359683705353,2023-11-01
CUST008750,STR0020,Metro,21,50-75K,9.772168160312939,2023-11-08
CUST008751,STR0045,Tier 2,39,15-25K,7.557026168674945,2023-11-24
CUST008752,STR0105,Tier 3,47,10-15K,3.4426956080462148,2023-02-17
CUST008753,STR0104,Tier 3,39,10-15K,4.105365555498229,2023-06-26
CUST008754,STR0089,Tier 3,40,10-15K,3.86656936188358,2023-12-16
CUST008755,STR0022,Metro,27,75K+,8.061114164459445,2024-02-01
CUST008756,STR0025,Metro,32,25-50K,7.077157888614987,2023-10-15
CUST008757,STR0115,Tier 3,51,10-15K,4.134609150690783,2023-06-17
CUST008758,STR0031,Metro,25,75K+,7.57653198606799,2023-12-27
CUST008759,STR0118,Tier 3,48,15-25K,3.676298327522038,2023-02-24
CUST008760,STR0024,Metro,26,75K+,9.179308037396561,2023-04-11
CUST008761,STR0071,Tier 2,55,25-50K,7.042245002788023,2023-02-19
CUST008762,STR0022,Metro,33,25-50K,7.677979643896943,2024-02-21
CUST008763,STR0111,Tier 3,23,10-15K,6.463714213530271,2023-11-07
CUST008764,STR0020,Metro,50,50-75K,5.367434785677981,2023-05-18
CUST008765,STR0055,Tier 2,23,15-25K,7.46387202241512,2024-03-16
CUST008766,STR0110,Tier 3,44,15-25K,3.7446139699990613,2023-06-30
CUST008767,STR0070,Tier 2,18,15-25K,7.605332667525034,2023-09-11
CUST008768,STR0086,Tier 3,38,10-15K,7.671136217554167,2023-06-05
CUST008769,STR0026,Metro,36,50-75K,9.96601477839107,2023-01-05
CUST008770,STR0118,Tier 3,19,15-25K,7.055222156498751,2023-10-04
CUST008771,STR0055,Tier 2,40,25-50K,7.382258535029791,2023-09-09
CUST008772,STR0049,Tier 2,41,15-25K,3.944910027312897,2024-03-16
CUST008773,STR0037,Metro,30,50-75K,9.6067028413744,2023-03-02
CUST008774,STR0002,Metro,23,25-50K,6.632255058112417,2023-04-24
CUST008775,STR0059,Tier 2,30,25-50K,3.7034714684460215,2023-07-11
CUST008776,STR0002,Metro,31,50-75K,9.28956139105813,2023-12-07
CUST008777,STR0073,Tier 2,42,15-25K,7.6864399718433205,2023-02-04
CUST008778,STR0031,Metro,23,25-50K,9.785951946233755,2023-02-14
CUST008779,STR0003,Metro,41,25-50K,5.857889560806551,2024-03-03
CUST008780,STR0033,Metro,37,75K+,6.915088609643318,2023-04-01
CUST008781,STR0035,Metro,39,50-75K,9.590608883858454,2023-09-22
CUST008782,STR0021,Metro,28,50-75K,7.1243999903493,2024-01-06
CUST008783,STR0020,Metro,18,50-75K,9.592674291316154,2023-10-04
CUST008784,STR0032,Metro,33,75K+,7.754368771006065,2024-03-10
CUST008785,STR0028,Metro,40,75K+,7.052645955573794,2023-03-22
CUST008786,STR0017,Metro,32,75K+,8.036636055232341,2023-12-30
CUST008787,STR0099,Tier 3,68,10-15K,4.06315425545379,2023-06-05
CUST008788,STR0079,Tier 2,27,15-25K,4.093720462604954,2023-10-28
CUST008789,STR0002,Metro,29,50-75K,8.78541751558268,2023-01-10
CUST008790,STR0118,Tier 3,45,15-25K,6.642862219159858,2024-02-15
CUST008791,STR0022,Metro,37,75K+,5.772958656649431,2023-12-05
CUST008792,STR0093,Tier 3,48,15-25K,6.294528456122803,2023-07-18
CUST008793,STR0017,Metro,34,75K+,4.6383757471255365,2023-07-27
CUST008794,STR0014,Metro,29,50-75K,7.136638953369246,2023-11-11
CUST008795,STR0049,Tier 2,18,25-50K,3.0642706427004516,2023-05-25
CUST008796,STR0012,Metro,26,25-50K,4.3314179154717785,2023-05-03
CUST008797,STR0013,Metro,33,25-50K,6.254575490423511,2024-02-19
CUST008798,STR0046,Tier 2,43,25-50K,7.475820156944778,2023-12-14
CUST008799,STR0050,Tier 2,43,15-25K,6.35142392613541,2024-02-14
CUST008800,STR0112,Tier 3,39,15-25K,7.115227694125128,2023-02-03
CUST008801,STR0015,Metro,34,25-50K,6.949375921057452,2023-08-27
CUST008802,STR0008,Metro,31,50-75K,6.683907725793361,2024-01-28
CUST008803,STR0097,Tier 3,38,15-25K,4.812590883368053,2024-01-09
CUST008804,STR0029,Metro,49,75K+,4.735757999047254,2024-01-10
CUST008805,STR0024,Metro,27,25-50K,4.932153337150989,2023-05-26
CUST008806,STR0090,Tier 3,31,10-15K,7.958309161078002,2023-10-04
CUST008807,STR0026,Metro,35,50-75K,4.3228438540035246,2023-10-24
CUST008808,STR0003,Metro,26,50-75K,4.498303814583288,2023-04-20
CUST008809,STR0083,Tier 2,43,50-75K,3.394589516968278,2023-11-29
CUST008810,STR0082,Tier 2,35,25-50K,5.421618783818131,2023-09-16
CUST008811,STR0027,Metro,33,75K+,9.60407318767902,2023-09-11
CUST008812,STR0027,Metro,39,25-50K,6.380394275132113,2023-01-08
CUST008813,STR0024,Metro,23,25-50K,7.593251956799774,2023-08-29
CUST008814,STR0002,Metro,30,75K+,8.79147383656466,2023-06-17
CUST008815,STR0011,Metro,41,25-50K,8.451410638487244,2023-10-07
CUST008816,STR0026,Metro,43,75K+,8.653190134345445,2023-01-04
CUST008817,STR0120,Tier 3,55,15-25K,6.364219406818564,2023-05-27
CUST008818,STR0102,Tier 3,18,15-25K,7.068647742390698,2023-07-25
CUST008819,STR0035,Metro,28,50-75K,7.312815241637191,2023-01-16
CUST008820,STR0023,Metro,42,25-50K,9.036712390634342,2023-04-17
CUST008821,STR0019,Metro,36,75K+,5.171908356255246,2023-09-24
CUST008822,STR0047,Tier 2,29,25-50K,4.887075595396651,2023-07-08
CUST008823,STR0031,Metro,28,50-75K,8.027126153554283,2024-02-01
CUST008824,STR0105,Tier 3,18,10-15K,5.936513028198794,2023-11-04
CUST008825,STR0033,Metro,33,50-75K,7.412731999939895,2024-02-15
CUST008826,STR0043,Tier 2,37,25-50K,3.783423389206306,2024-03-24
CUST008827,STR0037,Metro,20,75K+,4.78796514902936,2023-10-09
CUST008828,STR0036,Metro,42,25-50K,4.55909050942791,2023-05-02
CUST008829,STR0103,Tier 3,22,15-25K,5.335817019427214,2023-02-10
CUST008830,STR0045,Tier 2,31,50-75K,4.357689059679349,2023-12-13
CUST008831,STR0021,Metro,26,50-75K,6.474982323934638,2023-05-06
CUST008832,STR0010,Metro,37,25-50K,5.659418262730637,2023-12-02
CUST008833,STR0024,Metro,21,25-50K,6.269240728346382,2023-09-27
CUST008834,STR0034,Metro,24,75K+,5.740649288436165,2023-04-10
CUST008835,STR0039,Metro,36,50-75K,4.788587323195902,2023-06-24
CUST008836,STR0049,Tier 2,32,15-25K,4.781603180438468,2023-04-03
CUST008837,STR0114,Tier 3,41,15-25K,7.875835772800622,2023-02-19
CUST008838,STR0044,Tier 2,44,15-25K,5.101457793475581,2023-09-22
CUST008839,STR0048,Tier 2,49,15-25K,3.1933958817046646,2023-07-10
CUST008840,STR0043,Tier 2,40,50-75K,7.245200106239971,2023-12-10
CUST008841,STR0054,Tier 2,34,15-25K,4.007400086725271,2023-07-20
CUST008842,STR0011,Metro,31,50-75K,8.832903094087003,2023-11-13
CUST008843,STR0053,Tier 2,40,15-25K,6.062882750292585,2024-02-29
CUST008844,STR0026,Metro,30,50-75K,4.865391947786277,2023-11-25
CUST008845,STR0015,Metro,32,50-75K,7.50763805302684,2023-08-21
CUST008846,STR0009,Metro,19,50-75K,5.937120402710515,2023-09-09
CUST008847,STR0025,Metro,37,75K+,9.930150573224305,2023-01-13
CUST008848,STR0065,Tier 2,30,15-25K,3.6509274797910902,2023-09-09
CUST008849,STR0004,Metro,27,75K+,9.451784777652591,2023-09-03
CUST008850,STR0039,Metro,33,75K+,9.048072536488714,2023-04-12
CUST008851,STR0005,Metro,32,50-75K,5.271478303943919,2024-01-05
CUST008852,STR0065,Tier 2,32,50-75K,6.502286713332933,2023-01-29
CUST008853,STR0014,Metro,21,25-50K,6.510018679617252,2023-03-11
CUST008854,STR0066,Tier 2,50,50-75K,3.4243036668240423,2023-10-22
CUST008855,STR0008,Metro,45,25-50K,4.331150323423437,2023-07-05
CUST008856,STR0091,Tier 3,38,10-15K,3.3513064901874507,2023-07-10
CUST008857,STR0035,Metro,26,50-75K,9.991551025042051,2023-09-01
CUST008858,STR0030,Metro,27,75K+,6.227063369437101,2023-03-08
CUST008859,STR0016,Metro,32,50-75K,4.776628903950468,2023-01-16
CUST008860,STR0025,Metro,44,25-50K,4.040687521572206,2023-01-11
CUST008861,STR0112,Tier 3,43,10-15K,5.19828361306632,2023-08-17
CUST008862,STR0022,Metro,38,75K+,6.1995137294719935,2023-11-09
CUST008863,STR0014,Metro,44,75K+,6.317106737000332,2024-03-25
CUST008864,STR0014,Metro,43,75K+,4.173499478723718,2023-10-03
CUST008865,STR0022,Metro,35,50-75K,6.371333930146209,2023-05-17
CUST008866,STR0092,Tier 3,21,10-15K,3.2348772372658265,2023-08-15
CUST008867,STR0083,Tier 2,27,15-25K,4.676106298383423,2023-03-04
CUST008868,STR0021,Metro,35,75K+,9.141079100750662,2023-12-27
CUST008869,STR0053,Tier 2,31,50-75K,7.1417021598184665,2023-09-03
CUST008870,STR0007,Metro,38,75K+,8.488071267110211,2023-03-04
CUST008871,STR0074,Tier 2,34,25-50K,4.361286854850427,2023-10-10
CUST008872,STR0029,Metro,23,75K+,4.40783820352943,2024-02-27
CUST008873,STR0004,Metro,42,25-50K,6.517071831538968,2023-07-24
CUST008874,STR0083,Tier 2,46,25-50K,3.2893009642502515,2023-04-08
CUST008875,STR0115,Tier 3,46,10-15K,3.0234046907135284,2023-04-02
CUST008876,STR0100,Tier 3,18,10-15K,7.809916960604868,2023-05-07
CUST008877,STR0071,Tier 2,18,50-75K,3.4862052469860787,2023-07-31
CUST008878,STR0082,Tier 2,53,15-25K,5.440460338646726,2023-09-07
CUST008879,STR0025,Metro,33,25-50K,5.451165320833187,2023-12-20
CUST008880,STR0060,Tier 2,35,15-25K,5.678971310404153,2023-12-31
CUST008881,STR0053,Tier 2,39,15-25K,3.999046817278991,2023-07-19
CUST008882,STR0038,Metro,23,50-75K,9.890813464101921,2023-03-08
CUST008883,STR0025,Metro,45,50-75K,6.018530935133764,2023-03-01
CUST008884,STR0038,Metro,27,50-75K,6.405859184239834,2024-01-11
CUST008885,STR0003,Metro,38,25-50K,6.545435082879908,2023-12-22
CUST008886,STR0006,Metro,42,25-50K,7.16496420737158,2024-01-11
CUST008887,STR0047,Tier 2,53,50-75K,7.75490280154326,2023-05-21
CUST008888,STR0022,Metro,39,75K+,4.1859626283977445,2023-09-15
CUST008889,STR0004,Metro,35,25-50K,9.39163957417697,2024-02-12
CUST008890,STR0013,Metro,26,50-75K,5.219285481289269,2023-04-12
CUST008891,STR0109,Tier 3,21,15-25K,3.6821540080751474,2024-03-11
CUST008892,STR0091,Tier 3,27,10-15K,4.4600807303466485,2023-05-29
CUST008893,STR0041,Tier 2,34,15-25K,4.939510593463748,2023-08-30
CUST008894,STR0059,Tier 2,48,25-50K,6.1642377135297,2023-12-07
CUST008895,STR0076,Tier 2,52,50-75K,4.390926300074148,2024-01-19
CUST008896,STR0030,Metro,31,50-75K,8.361099480875653,2023-09-11
CUST008897,STR0014,Metro,37,25-50K,4.62750533771732,2024-02-29
CUST008898,STR0010,Metro,35,25-50K,9.07437242161711,2023-06-12
CUST008899,STR0040,Metro,18,50-75K,5.385238116006621,2024-03-13
CUST008900,STR0050,Tier 2,38,15-25K,5.649519103164952,2024-01-14
CUST008901,STR0061,Tier 2,32,15-25K,3.1655643515344627,2024-01-23
CUST008902,STR0011,Metro,19,25-50K,8.194535647348385,2023-05-09
CUST008903,STR0081,Tier 2,46,25-50K,7.058601890950253,2023-06-05
CUST008904,STR0062,Tier 2,31,15-25K,4.619729305690015,2024-01-31
CUST008905,STR0034,Metro,40,25-50K,6.47223513691981,2023-10-16
CUST008906,STR0039,Metro,35,75K+,4.78584776736308,2024-01-10
CUST008907,STR0111,Tier 3,31,15-25K,3.418013856219565,2024-03-18
CUST008908,STR0048,Tier 2,26,25-50K,4.800555421004618,2023-09-26
CUST008909,STR0026,Metro,31,50-75K,5.912962782741961,2023-09-12
CUST008910,STR0091,Tier 3,18,10-15K,4.081679933464852,2023-07-03
CUST008911,STR0008,Metro,31,25-50K,6.13072419675139,2024-01-31
CUST008912,STR0059,Tier 2,43,25-50K,7.273053154385964,2023-12-23
CUST008913,STR0028,Metro,31,50-75K,5.000789439171496,2023-12-20
CUST008914,STR0051,Tier 2,36,15-25K,4.767464052184185,2024-03-04
