inventory_id,store_id,product_id,current_stock,reorder_point,stockout_days_last_month,avg_daily_sales,last_restock_date
INV002323,STR0060,PRD0022,75,18,2,2.5,2024-09-03
INV002324,STR0060,PRD0023,75,18,9,2.5,2024-09-21
INV002325,STR0060,PRD0024,89,22,2,2.97,2024-09-08
INV002326,STR0060,PRD0025,84,21,14,2.8,2024-09-14
INV002327,STR0060,PRD0026,127,31,0,4.23,2024-09-25
INV002328,STR0060,PRD0027,69,17,7,2.3,2024-09-11
INV002329,STR0060,PRD0028,63,15,9,2.1,2024-09-02
INV002330,STR0060,PRD0029,21,5,2,0.7,2024-09-07
INV002331,STR0060,PRD0030,146,36,8,4.87,2024-09-02
INV002332,STR0060,PRD0031,114,28,5,3.8,2024-09-24
INV002333,STR0060,PRD0032,128,32,4,4.27,2024-09-19
INV002334,STR0060,PRD0033,101,25,9,3.37,2024-09-23
INV002335,STR0060,PRD0034,88,22,0,2.93,2024-09-17
INV002336,STR0060,PRD0035,61,15,0,2.03,2024-09-10
INV002337,STR0060,PRD0036,46,11,4,1.53,2024-09-09
INV002338,STR0060,PRD0037,51,12,5,1.7,2024-09-10
INV002339,STR0060,PRD0038,91,22,1,3.03,2024-09-13
INV002340,STR0060,PRD0039,49,12,4,1.63,2024-09-03
INV002341,STR0061,PRD0001,120,30,3,4.0,2024-09-02
INV002342,STR0061,PRD0002,66,16,5,2.2,2024-09-06
INV002343,STR0061,PRD0003,128,32,1,4.27,2024-09-15
INV002344,STR0061,PRD0004,97,24,13,3.23,2024-09-17
INV002345,STR0061,PRD0005,94,23,9,3.13,2024-09-07
INV002346,STR0061,PRD0006,66,16,11,2.2,2024-09-07
INV002347,STR0061,PRD0007,29,7,9,0.97,2024-09-08
INV002348,STR0061,PRD0008,57,14,1,1.9,2024-09-26
INV002349,STR0061,PRD0009,111,27,14,3.7,2024-09-24
INV002350,STR0061,PRD0010,60,15,5,2.0,2024-09-07
INV002351,STR0061,PRD0011,41,10,2,1.37,2024-09-04
INV002352,STR0061,PRD0012,118,29,5,3.93,2024-09-09
INV002353,STR0061,PRD0013,58,14,10,1.93,2024-09-06
INV002354,STR0061,PRD0014,20,5,10,0.67,2024-09-21
INV002355,STR0061,PRD0015,115,28,1,3.83,2024-09-11
INV002356,STR0061,PRD0016,116,29,2,3.87,2024-09-16
INV002357,STR0061,PRD0017,98,24,14,3.27,2024-09-06
INV002358,STR0061,PRD0018,149,37,1,4.97,2024-09-22
INV002359,STR0061,PRD0019,32,8,3,1.07,2024-09-12
INV002360,STR0061,PRD0020,109,27,14,3.63,2024-09-02
INV002361,STR0061,PRD0021,97,24,6,3.23,2024-09-17
INV002362,STR0061,PRD0022,60,15,6,2.0,2024-09-03
INV002363,STR0061,PRD0023,65,16,14,2.17,2024-09-29
INV002364,STR0061,PRD0024,131,32,14,4.37,2024-09-25
INV002365,STR0061,PRD0025,87,21,9,2.9,2024-09-26
INV002366,STR0061,PRD0026,29,7,3,0.97,2024-09-04
INV002367,STR0061,PRD0027,118,29,14,3.93,2024-09-26
INV002368,STR0061,PRD0028,50,12,5,1.67,2024-09-19
INV002369,STR0061,PRD0029,107,26,13,3.57,2024-09-15
INV002370,STR0061,PRD0030,27,6,4,0.9,2024-09-18
INV002371,STR0061,PRD0031,120,30,1,4.0,2024-09-26
INV002372,STR0061,PRD0032,144,36,13,4.8,2024-09-04
INV002373,STR0061,PRD0033,92,23,14,3.07,2024-09-11
INV002374,STR0061,PRD0034,88,22,14,2.93,2024-09-24
INV002375,STR0061,PRD0035,141,35,4,4.7,2024-09-24
INV002376,STR0061,PRD0036,143,35,11,4.77,2024-09-10
INV002377,STR0061,PRD0037,21,5,3,0.7,2024-09-24
INV002378,STR0061,PRD0038,104,26,3,3.47,2024-09-24
INV002379,STR0061,PRD0039,104,26,7,3.47,2024-09-03
INV002380,STR0062,PRD0001,76,19,7,2.53,2024-09-16
INV002381,STR0062,PRD0002,61,15,2,2.03,2024-09-06
INV002382,STR0062,PRD0003,48,12,7,1.6,2024-09-18
INV002383,STR0062,PRD0004,99,24,3,3.3,2024-09-28
INV002384,STR0062,PRD0005,149,37,1,4.97,2024-09-04
INV002385,STR0062,PRD0006,111,27,0,3.7,2024-09-14
INV002386,STR0062,PRD0007,47,11,12,1.57,2024-09-21
INV002387,STR0062,PRD0008,136,34,7,4.53,2024-09-14
INV002388,STR0062,PRD0009,82,20,13,2.73,2024-09-03
INV002389,STR0062,PRD0010,141,35,10,4.7,2024-09-13
INV002390,STR0062,PRD0011,65,16,3,2.17,2024-09-29
INV002391,STR0062,PRD0012,52,13,4,1.73,2024-09-24
INV002392,STR0062,PRD0013,86,21,7,2.87,2024-09-10
INV002393,STR0062,PRD0014,115,28,10,3.83,2024-09-03
INV002394,STR0062,PRD0015,131,32,6,4.37,2024-09-11
INV002395,STR0062,PRD0016,137,34,0,4.57,2024-09-18
INV002396,STR0062,PRD0017,110,27,5,3.67,2024-09-28
INV002397,STR0062,PRD0018,111,27,13,3.7,2024-09-03
INV002398,STR0062,PRD0019,57,14,13,1.9,2024-09-07
INV002399,STR0062,PRD0020,69,17,1,2.3,2024-09-06
INV002400,STR0062,PRD0021,99,24,10,3.3,2024-09-03
INV002401,STR0062,PRD0022,136,34,1,4.53,2024-09-11
INV002402,STR0062,PRD0023,62,15,10,2.07,2024-09-16
INV002403,STR0062,PRD0024,102,25,2,3.4,2024-09-19
INV002404,STR0062,PRD0025,35,8,13,1.17,2024-09-21
INV002405,STR0062,PRD0026,34,8,0,1.13,2024-09-25
INV002406,STR0062,PRD0027,27,6,4,0.9,2024-09-29
INV002407,STR0062,PRD0028,38,9,10,1.27,2024-09-01
INV002408,STR0062,PRD0029,99,24,4,3.3,2024-09-28
INV002409,STR0062,PRD0030,148,37,10,4.93,2024-09-14
INV002410,STR0062,PRD0031,67,16,8,2.23,2024-09-06
INV002411,STR0062,PRD0032,24,6,7,0.8,2024-09-12
INV002412,STR0062,PRD0033,116,29,1,3.87,2024-09-22
INV002413,STR0062,PRD0034,148,37,2,4.93,2024-09-12
INV002414,STR0062,PRD0035,54,13,6,1.8,2024-09-26
INV002415,STR0062,PRD0036,95,23,2,3.17,2024-09-25
INV002416,STR0062,PRD0037,35,8,9,1.17,2024-09-08
INV002417,STR0062,PRD0038,26,6,7,0.87,2024-09-22
INV002418,STR0062,PRD0039,84,21,4,2.8,2024-09-03
INV002419,STR0063,PRD0001,37,9,7,1.23,2024-09-11
INV002420,STR0063,PRD0002,33,8,14,1.1,2024-09-15
INV002421,STR0063,PRD0003,129,32,12,4.3,2024-09-22
INV002422,STR0063,PRD0004,29,7,7,0.97,2024-09-12
INV002423,STR0063,PRD0005,58,14,13,1.93,2024-09-19
INV002424,STR0063,PRD0006,100,25,10,3.33,2024-09-26
INV002425,STR0063,PRD0007,78,19,6,2.6,2024-09-18
INV002426,STR0063,PRD0008,144,36,10,4.8,2024-09-25
INV002427,STR0063,PRD0009,100,25,5,3.33,2024-09-09
INV002428,STR0063,PRD0010,133,33,14,4.43,2024-09-28
INV002429,STR0063,PRD0011,29,7,4,0.97,2024-09-25
INV002430,STR0063,PRD0012,126,31,8,4.2,2024-09-16
INV002431,STR0063,PRD0013,144,36,5,4.8,2024-09-13
INV002432,STR0063,PRD0014,148,37,5,4.93,2024-09-20
INV002433,STR0063,PRD0015,56,14,11,1.87,2024-09-11
INV002434,STR0063,PRD0016,119,29,4,3.97,2024-09-27
INV002435,STR0063,PRD0017,55,13,7,1.83,2024-09-16
INV002436,STR0063,PRD0018,67,16,4,2.23,2024-09-18
INV002437,STR0063,PRD0019,148,37,5,4.93,2024-09-16
INV002438,STR0063,PRD0020,104,26,8,3.47,2024-09-13
INV002439,STR0063,PRD0021,25,6,1,0.83,2024-09-15
INV002440,STR0063,PRD0022,108,27,2,3.6,2024-09-18
INV002441,STR0063,PRD0023,59,14,2,1.97,2024-09-01
INV002442,STR0063,PRD0024,61,15,6,2.03,2024-09-28
INV002443,STR0063,PRD0025,59,14,0,1.97,2024-09-21
INV002444,STR0063,PRD0026,94,23,2,3.13,2024-09-08
INV002445,STR0063,PRD0027,27,6,2,0.9,2024-09-04
INV002446,STR0063,PRD0028,26,6,9,0.87,2024-09-15
INV002447,STR0063,PRD0029,119,29,10,3.97,2024-09-24
INV002448,STR0063,PRD0030,147,36,4,4.9,2024-09-12
INV002449,STR0063,PRD0031,98,24,9,3.27,2024-09-23
INV002450,STR0063,PRD0032,23,5,13,0.77,2024-09-01
INV002451,STR0063,PRD0033,70,17,6,2.33,2024-09-29
INV002452,STR0063,PRD0034,70,17,14,2.33,2024-09-16
INV002453,STR0063,PRD0035,87,21,10,2.9,2024-09-19
INV002454,STR0063,PRD0036,66,16,11,2.2,2024-09-08
INV002455,STR0063,PRD0037,58,14,5,1.93,2024-09-18
INV002456,STR0063,PRD0038,146,36,3,4.87,2024-09-16
INV002457,STR0063,PRD0039,26,6,11,0.87,2024-09-01
INV002458,STR0064,PRD0001,30,7,7,1.0,2024-09-12
INV002459,STR0064,PRD0002,65,16,1,2.17,2024-09-16
INV002460,STR0064,PRD0003,73,18,12,2.43,2024-09-26
INV002461,STR0064,PRD0004,127,31,8,4.23,2024-09-11
INV002462,STR0064,PRD0005,145,36,9,4.83,2024-09-28
INV002463,STR0064,PRD0006,108,27,2,3.6,2024-09-28
INV002464,STR0064,PRD0007,117,29,4,3.9,2024-09-28
INV002465,STR0064,PRD0008,109,27,7,3.63,2024-09-01
INV002466,STR0064,PRD0009,105,26,11,3.5,2024-09-05
INV002467,STR0064,PRD0010,69,17,5,2.3,2024-09-05
INV002468,STR0064,PRD0011,34,8,8,1.13,2024-09-14
INV002469,STR0064,PRD0012,62,15,6,2.07,2024-09-04
INV002470,STR0064,PRD0013,108,27,8,3.6,2024-09-28
INV002471,STR0064,PRD0014,126,31,0,4.2,2024-09-16
INV002472,STR0064,PRD0015,120,30,10,4.0,2024-09-12
INV002473,STR0064,PRD0016,104,26,0,3.47,2024-09-13
INV002474,STR0064,PRD0017,87,21,2,2.9,2024-09-14
INV002475,STR0064,PRD0018,73,18,10,2.43,2024-09-28
INV002476,STR0064,PRD0019,131,32,0,4.37,2024-09-22
INV002477,STR0064,PRD0020,98,24,10,3.27,2024-09-15
INV002478,STR0064,PRD0021,33,8,5,1.1,2024-09-02
INV002479,STR0064,PRD0022,20,5,9,0.67,2024-09-16
INV002480,STR0064,PRD0023,55,13,2,1.83,2024-09-10
INV002481,STR0064,PRD0024,97,24,8,3.23,2024-09-12
INV002482,STR0064,PRD0025,87,21,14,2.9,2024-09-02
INV002483,STR0064,PRD0026,149,37,7,4.97,2024-09-29
INV002484,STR0064,PRD0027,67,16,5,2.23,2024-09-28
INV002485,STR0064,PRD0028,93,23,3,3.1,2024-09-21
INV002486,STR0064,PRD0029,124,31,3,4.13,2024-09-07
INV002487,STR0064,PRD0030,75,18,4,2.5,2024-09-09
INV002488,STR0064,PRD0031,95,23,5,3.17,2024-09-19
INV002489,STR0064,PRD0032,113,28,9,3.77,2024-09-14
INV002490,STR0064,PRD0033,71,17,7,2.37,2024-09-10
INV002491,STR0064,PRD0034,40,10,3,1.33,2024-09-21
INV002492,STR0064,PRD0035,95,23,9,3.17,2024-09-01
INV002493,STR0064,PRD0036,90,22,7,3.0,2024-09-08
INV002494,STR0064,PRD0037,83,20,4,2.77,2024-09-19
INV002495,STR0064,PRD0038,101,25,6,3.37,2024-09-12
INV002496,STR0064,PRD0039,115,28,11,3.83,2024-09-04
INV002497,STR0065,PRD0001,63,15,14,2.1,2024-09-07
INV002498,STR0065,PRD0002,139,34,11,4.63,2024-09-10
INV002499,STR0065,PRD0003,143,35,13,4.77,2024-09-07
INV002500,STR0065,PRD0004,124,31,12,4.13,2024-09-08
INV002501,STR0065,PRD0005,73,18,1,2.43,2024-09-11
INV002502,STR0065,PRD0006,86,21,13,2.87,2024-09-01
INV002503,STR0065,PRD0007,106,26,13,3.53,2024-09-26
INV002504,STR0065,PRD0008,82,20,0,2.73,2024-09-28
INV002505,STR0065,PRD0009,144,36,10,4.8,2024-09-20
INV002506,STR0065,PRD0010,126,31,7,4.2,2024-09-08
INV002507,STR0065,PRD0011,122,30,9,4.07,2024-09-05
INV002508,STR0065,PRD0012,40,10,5,1.33,2024-09-04
INV002509,STR0065,PRD0013,64,16,14,2.13,2024-09-16
INV002510,STR0065,PRD0014,38,9,14,1.27,2024-09-27
INV002511,STR0065,PRD0015,113,28,6,3.77,2024-09-22
INV002512,STR0065,PRD0016,111,27,1,3.7,2024-09-11
INV002513,STR0065,PRD0017,35,8,11,1.17,2024-09-29
INV002514,STR0065,PRD0018,30,7,8,1.0,2024-09-08
INV002515,STR0065,PRD0019,36,9,1,1.2,2024-09-10
INV002516,STR0065,PRD0020,120,30,4,4.0,2024-09-13
INV002517,STR0065,PRD0021,80,20,7,2.67,2024-09-11
INV002518,STR0065,PRD0022,28,7,10,0.93,2024-09-07
INV002519,STR0065,PRD0023,126,31,5,4.2,2024-09-07
INV002520,STR0065,PRD0024,130,32,8,4.33,2024-09-16
INV002521,STR0065,PRD0025,71,17,12,2.37,2024-09-17
INV002522,STR0065,PRD0026,114,28,0,3.8,2024-09-17
INV002523,STR0065,PRD0027,139,34,12,4.63,2024-09-09
INV002524,STR0065,PRD0028,51,12,4,1.7,2024-09-20
INV002525,STR0065,PRD0029,55,13,1,1.83,2024-09-02
INV002526,STR0065,PRD0030,54,13,12,1.8,2024-09-27
INV002527,STR0065,PRD0031,69,17,0,2.3,2024-09-23
INV002528,STR0065,PRD0032,51,12,1,1.7,2024-09-25
INV002529,STR0065,PRD0033,115,28,1,3.83,2024-09-24
INV002530,STR0065,PRD0034,109,27,4,3.63,2024-09-28
INV002531,STR0065,PRD0035,110,27,13,3.67,2024-09-23
INV002532,STR0065,PRD0036,116,29,6,3.87,2024-09-03
INV002533,STR0065,PRD0037,103,25,5,3.43,2024-09-09
INV002534,STR0065,PRD0038,77,19,8,2.57,2024-09-20
INV002535,STR0065,PRD0039,35,8,6,1.17,2024-09-29
INV002536,STR0066,PRD0001,57,14,9,1.9,2024-09-04
INV002537,STR0066,PRD0002,75,18,12,2.5,2024-09-03
INV002538,STR0066,PRD0003,88,22,13,2.93,2024-09-29
INV002539,STR0066,PRD0004,47,11,11,1.57,2024-09-05
INV002540,STR0066,PRD0005,50,12,12,1.67,2024-09-25
INV002541,STR0066,PRD0006,134,33,2,4.47,2024-09-13
INV002542,STR0066,PRD0007,129,32,12,4.3,2024-09-09
INV002543,STR0066,PRD0008,80,20,10,2.67,2024-09-14
INV002544,STR0066,PRD0009,108,27,1,3.6,2024-09-25
INV002545,STR0066,PRD0010,55,13,3,1.83,2024-09-18
INV002546,STR0066,PRD0011,73,18,3,2.43,2024-09-20
INV002547,STR0066,PRD0012,52,13,2,1.73,2024-09-19
INV002548,STR0066,PRD0013,129,32,2,4.3,2024-09-09
INV002549,STR0066,PRD0014,83,20,9,2.77,2024-09-08
INV002550,STR0066,PRD0015,75,18,4,2.5,2024-09-22
INV002551,STR0066,PRD0016,95,23,11,3.17,2024-09-21
INV002552,STR0066,PRD0017,143,35,11,4.77,2024-09-01
INV002553,STR0066,PRD0018,130,32,4,4.33,2024-09-06
INV002554,STR0066,PRD0019,79,19,1,2.63,2024-09-15
INV002555,STR0066,PRD0020,52,13,14,1.73,2024-09-20
INV002556,STR0066,PRD0021,52,13,10,1.73,2024-09-17
INV002557,STR0066,PRD0022,66,16,13,2.2,2024-09-16
INV002558,STR0066,PRD0023,34,8,4,1.13,2024-09-03
INV002559,STR0066,PRD0024,90,22,3,3.0,2024-09-19
INV002560,STR0066,PRD0025,37,9,0,1.23,2024-09-21
INV002561,STR0066,PRD0026,73,18,1,2.43,2024-09-07
INV002562,STR0066,PRD0027,146,36,1,4.87,2024-09-26
INV002563,STR0066,PRD0028,82,20,1,2.73,2024-09-10
INV002564,STR0066,PRD0029,106,26,2,3.53,2024-09-04
INV002565,STR0066,PRD0030,95,23,14,3.17,2024-09-13
INV002566,STR0066,PRD0031,83,20,1,2.77,2024-09-02
INV002567,STR0066,PRD0032,143,35,7,4.77,2024-09-26
INV002568,STR0066,PRD0033,42,10,13,1.4,2024-09-19
INV002569,STR0066,PRD0034,48,12,8,1.6,2024-09-22
INV002570,STR0066,PRD0035,93,23,12,3.1,2024-09-29
INV002571,STR0066,PRD0036,99,24,9,3.3,2024-09-24
INV002572,STR0066,PRD0037,31,7,3,1.03,2024-09-24
INV002573,STR0066,PRD0038,46,11,6,1.53,2024-09-26
INV002574,STR0066,PRD0039,93,23,5,3.1,2024-09-17
INV002575,STR0067,PRD0001,35,8,10,1.17,2024-09-27
INV002576,STR0067,PRD0002,41,10,2,1.37,2024-09-28
INV002577,STR0067,PRD0003,72,18,8,2.4,2024-09-16
INV002578,STR0067,PRD0004,120,30,13,4.0,2024-09-25
INV002579,STR0067,PRD0005,67,16,1,2.23,2024-09-10
INV002580,STR0067,PRD0006,123,30,13,4.1,2024-09-17
INV002581,STR0067,PRD0007,52,13,3,1.73,2024-09-10
INV002582,STR0067,PRD0008,136,34,4,4.53,2024-09-23
INV002583,STR0067,PRD0009,89,22,13,2.97,2024-09-25
INV002584,STR0067,PRD0010,125,31,5,4.17,2024-09-21
INV002585,STR0067,PRD0011,120,30,5,4.0,2024-09-05
INV002586,STR0067,PRD0012,120,30,3,4.0,2024-09-27
INV002587,STR0067,PRD0013,139,34,14,4.63,2024-09-09
INV002588,STR0067,PRD0014,125,31,3,4.17,2024-09-11
INV002589,STR0067,PRD0015,137,34,1,4.57,2024-09-22
INV002590,STR0067,PRD0016,53,13,6,1.77,2024-09-04
INV002591,STR0067,PRD0017,109,27,14,3.63,2024-09-14
INV002592,STR0067,PRD0018,105,26,11,3.5,2024-09-04
INV002593,STR0067,PRD0019,71,17,6,2.37,2024-09-21
INV002594,STR0067,PRD0020,81,20,7,2.7,2024-09-02
INV002595,STR0067,PRD0021,133,33,4,4.43,2024-09-24
INV002596,STR0067,PRD0022,140,35,8,4.67,2024-09-13
INV002597,STR0067,PRD0023,73,18,3,2.43,2024-09-25
INV002598,STR0067,PRD0024,133,33,14,4.43,2024-09-29
INV002599,STR0067,PRD0025,93,23,9,3.1,2024-09-26
INV002600,STR0067,PRD0026,146,36,7,4.87,2024-09-22
INV002601,STR0067,PRD0027,36,9,0,1.2,2024-09-01
INV002602,STR0067,PRD0028,141,35,0,4.7,2024-09-04
INV002603,STR0067,PRD0029,80,20,1,2.67,2024-09-09
INV002604,STR0067,PRD0030,67,16,1,2.23,2024-09-11
INV002605,STR0067,PRD0031,51,12,3,1.7,2024-09-29
INV002606,STR0067,PRD0032,135,33,2,4.5,2024-09-05
INV002607,STR0067,PRD0033,76,19,8,2.53,2024-09-22
INV002608,STR0067,PRD0034,43,10,4,1.43,2024-09-24
INV002609,STR0067,PRD0035,70,17,13,2.33,2024-09-25
INV002610,STR0067,PRD0036,58,14,14,1.93,2024-09-05
INV002611,STR0067,PRD0037,93,23,3,3.1,2024-09-09
INV002612,STR0067,PRD0038,131,32,0,4.37,2024-09-08
INV002613,STR0067,PRD0039,72,18,13,2.4,2024-09-05
INV002614,STR0068,PRD0001,72,18,11,2.4,2024-09-08
INV002615,STR0068,PRD0002,147,36,13,4.9,2024-09-11
INV002616,STR0068,PRD0003,73,18,0,2.43,2024-09-06
INV002617,STR0068,PRD0004,102,25,3,3.4,2024-09-28
INV002618,STR0068,PRD0005,90,22,3,3.0,2024-09-13
INV002619,STR0068,PRD0006,46,11,3,1.53,2024-09-11
INV002620,STR0068,PRD0007,32,8,10,1.07,2024-09-04
INV002621,STR0068,PRD0008,131,32,6,4.37,2024-09-14
INV002622,STR0068,PRD0009,85,21,3,2.83,2024-09-12
INV002623,STR0068,PRD0010,115,28,3,3.83,2024-09-04
INV002624,STR0068,PRD0011,26,6,0,0.87,2024-09-08
INV002625,STR0068,PRD0012,143,35,5,4.77,2024-09-07
INV002626,STR0068,PRD0013,99,24,0,3.3,2024-09-12
INV002627,STR0068,PRD0014,54,13,0,1.8,2024-09-04
INV002628,STR0068,PRD0015,72,18,3,2.4,2024-09-23
INV002629,STR0068,PRD0016,65,16,4,2.17,2024-09-25
INV002630,STR0068,PRD0017,24,6,0,0.8,2024-09-07
INV002631,STR0068,PRD0018,46,11,14,1.53,2024-09-21
INV002632,STR0068,PRD0019,92,23,8,3.07,2024-09-07
INV002633,STR0068,PRD0020,89,22,4,2.97,2024-09-15
INV002634,STR0068,PRD0021,36,9,2,1.2,2024-09-24
INV002635,STR0068,PRD0022,80,20,13,2.67,2024-09-02
INV002636,STR0068,PRD0023,93,23,4,3.1,2024-09-10
INV002637,STR0068,PRD0024,89,22,3,2.97,2024-09-10
INV002638,STR0068,PRD0025,69,17,8,2.3,2024-09-03
INV002639,STR0068,PRD0026,32,8,1,1.07,2024-09-24
INV002640,STR0068,PRD0027,67,16,5,2.23,2024-09-21
INV002641,STR0068,PRD0028,31,7,2,1.03,2024-09-20
INV002642,STR0068,PRD0029,116,29,6,3.87,2024-09-14
INV002643,STR0068,PRD0030,137,34,5,4.57,2024-09-19
INV002644,STR0068,PRD0031,109,27,13,3.63,2024-09-16
INV002645,STR0068,PRD0032,43,10,10,1.43,2024-09-03
INV002646,STR0068,PRD0033,121,30,3,4.03,2024-09-23
INV002647,STR0068,PRD0034,34,8,7,1.13,2024-09-14
INV002648,STR0068,PRD0035,145,36,12,4.83,2024-09-23
INV002649,STR0068,PRD0036,66,16,0,2.2,2024-09-29
INV002650,STR0068,PRD0037,134,33,1,4.47,2024-09-03
INV002651,STR0068,PRD0038,131,32,13,4.37,2024-09-06
INV002652,STR0068,PRD0039,87,21,0,2.9,2024-09-21
INV002653,STR0069,PRD0001,132,33,2,4.4,2024-09-29
INV002654,STR0069,PRD0002,57,14,1,1.9,2024-09-07
INV002655,STR0069,PRD0003,144,36,10,4.8,2024-09-20
INV002656,STR0069,PRD0004,43,10,0,1.43,2024-09-17
INV002657,STR0069,PRD0005,79,19,2,2.63,2024-09-10
INV002658,STR0069,PRD0006,44,11,1,1.47,2024-09-23
INV002659,STR0069,PRD0007,102,25,3,3.4,2024-09-10
INV002660,STR0069,PRD0008,76,19,1,2.53,2024-09-22
INV002661,STR0069,PRD0009,21,5,10,0.7,2024-09-09
INV002662,STR0069,PRD0010,101,25,10,3.37,2024-09-13
INV002663,STR0069,PRD0011,130,32,10,4.33,2024-09-03
INV002664,STR0069,PRD0012,140,35,5,4.67,2024-09-13
INV002665,STR0069,PRD0013,54,13,4,1.8,2024-09-27
INV002666,STR0069,PRD0014,71,17,13,2.37,2024-09-25
INV002667,STR0069,PRD0015,83,20,9,2.77,2024-09-26
INV002668,STR0069,PRD0016,135,33,11,4.5,2024-09-22
INV002669,STR0069,PRD0017,143,35,14,4.77,2024-09-17
INV002670,STR0069,PRD0018,44,11,3,1.47,2024-09-22
INV002671,STR0069,PRD0019,68,17,0,2.27,2024-09-06
INV002672,STR0069,PRD0020,145,36,4,4.83,2024-09-16
INV002673,STR0069,PRD0021,94,23,12,3.13,2024-09-12
INV002674,STR0069,PRD0022,146,36,13,4.87,2024-09-27
INV002675,STR0069,PRD0023,94,23,10,3.13,2024-09-03
INV002676,STR0069,PRD0024,140,35,6,4.67,2024-09-02
INV002677,STR0069,PRD0025,83,20,3,2.77,2024-09-02
INV002678,STR0069,PRD0026,28,7,11,0.93,2024-09-10
INV002679,STR0069,PRD0027,146,36,2,4.87,2024-09-14
INV002680,STR0069,PRD0028,100,25,7,3.33,2024-09-28
INV002681,STR0069,PRD0029,32,8,5,1.07,2024-09-12
INV002682,STR0069,PRD0030,60,15,3,2.0,2024-09-17
INV002683,STR0069,PRD0031,105,26,5,3.5,2024-09-26
INV002684,STR0069,PRD0032,35,8,11,1.17,2024-09-06
INV002685,STR0069,PRD0033,46,11,1,1.53,2024-09-06
INV002686,STR0069,PRD0034,31,7,1,1.03,2024-09-27
INV002687,STR0069,PRD0035,144,36,3,4.8,2024-09-19
INV002688,STR0069,PRD0036,80,20,0,2.67,2024-09-18
INV002689,STR0069,PRD0037,63,15,3,2.1,2024-09-03
INV002690,STR0069,PRD0038,36,9,0,1.2,2024-09-23
INV002691,STR0069,PRD0039,131,32,5,4.37,2024-09-20
INV002692,STR0070,PRD0001,76,19,5,2.53,2024-09-08
INV002693,STR0070,PRD0002,23,5,8,0.77,2024-09-24
INV002694,STR0070,PRD0003,132,33,11,4.4,2024-09-13
INV002695,STR0070,PRD0004,116,29,8,3.87,2024-09-19
INV002696,STR0070,PRD0005,82,20,11,2.73,2024-09-03
INV002697,STR0070,PRD0006,68,17,2,2.27,2024-09-27
INV002698,STR0070,PRD0007,118,29,8,3.93,2024-09-01
INV002699,STR0070,PRD0008,38,9,12,1.27,2024-09-06
INV002700,STR0070,PRD0009,66,16,14,2.2,2024-09-24
INV002701,STR0070,PRD0010,122,30,2,4.07,2024-09-28
INV002702,STR0070,PRD0011,64,16,6,2.13,2024-09-02
INV002703,STR0070,PRD0012,92,23,7,3.07,2024-09-05
INV002704,STR0070,PRD0013,22,5,2,0.73,2024-09-09
INV002705,STR0070,PRD0014,134,33,2,4.47,2024-09-09
INV002706,STR0070,PRD0015,39,9,1,1.3,2024-09-10
INV002707,STR0070,PRD0016,59,14,14,1.97,2024-09-29
INV002708,STR0070,PRD0017,28,7,10,0.93,2024-09-11
INV002709,STR0070,PRD0018,72,18,1,2.4,2024-09-14
INV002710,STR0070,PRD0019,126,31,10,4.2,2024-09-01
INV002711,STR0070,PRD0020,62,15,4,2.07,2024-09-27
INV002712,STR0070,PRD0021,34,8,4,1.13,2024-09-06
INV002713,STR0070,PRD0022,65,16,9,2.17,2024-09-17
INV002714,STR0070,PRD0023,149,37,0,4.97,2024-09-24
INV002715,STR0070,PRD0024,121,30,12,4.03,2024-09-21
INV002716,STR0070,PRD0025,103,25,2,3.43,2024-09-26
INV002717,STR0070,PRD0026,51,12,5,1.7,2024-09-06
INV002718,STR0070,PRD0027,21,5,11,0.7,2024-09-10
INV002719,STR0070,PRD0028,24,6,9,0.8,2024-09-17
INV002720,STR0070,PRD0029,64,16,2,2.13,2024-09-07
INV002721,STR0070,PRD0030,141,35,3,4.7,2024-09-04
INV002722,STR0070,PRD0031,81,20,0,2.7,2024-09-24
INV002723,STR0070,PRD0032,78,19,1,2.6,2024-09-05
INV002724,STR0070,PRD0033,61,15,1,2.03,2024-09-05
INV002725,STR0070,PRD0034,126,31,13,4.2,2024-09-03
INV002726,STR0070,PRD0035,44,11,0,1.47,2024-09-29
INV002727,STR0070,PRD0036,50,12,8,1.67,2024-09-22
INV002728,STR0070,PRD0037,46,11,10,1.53,2024-09-03
INV002729,STR0070,PRD0038,53,13,14,1.77,2024-09-16
INV002730,STR0070,PRD0039,64,16,10,2.13,2024-09-28
INV002731,STR0071,PRD0001,108,27,12,3.6,2024-09-23
INV002732,STR0071,PRD0002,98,24,5,3.27,2024-09-26
INV002733,STR0071,PRD0003,104,26,14,3.47,2024-09-06
INV002734,STR0071,PRD0004,140,35,4,4.67,2024-09-23
INV002735,STR0071,PRD0005,128,32,8,4.27,2024-09-02
INV002736,STR0071,PRD0006,137,34,1,4.57,2024-09-18
INV002737,STR0071,PRD0007,101,25,2,3.37,2024-09-18
INV002738,STR0071,PRD0008,103,25,13,3.43,2024-09-28
INV002739,STR0071,PRD0009,83,20,11,2.77,2024-09-16
INV002740,STR0071,PRD0010,130,32,6,4.33,2024-09-24
INV002741,STR0071,PRD0011,30,7,13,1.0,2024-09-16
INV002742,STR0071,PRD0012,94,23,12,3.13,2024-09-28
INV002743,STR0071,PRD0013,44,11,7,1.47,2024-09-19
INV002744,STR0071,PRD0014,139,34,6,4.63,2024-09-27
